152,15,634,1995-02-25 22:28:13,8
153,15,1472,1970-07-18 05:36:28,6
154,50,636,1984-02-01 02:57:08,7
155,36,342,1976-10-27 00:06:31,7
156,91,1067,2019-01-23 13:50:02,10
157,74,781,2014-01-28 13:55:18,6
158,88,281,1972-09-22 16:39:41,11
159,50,491,1972-01-27 07:18:53,2
160,84,112,1981-05-29 03:09:03,2
161,13,1552,2008-01-17 08:58:41,13
162,65,1585,1993-04-06 13:07:16,4
163,65,1936,1981-12-11 08:27:42,7
164,36,638,2016-08-10 00:21:17,15
165,39,620,1984-09-01 00:27:40,8
166,74,1622,2010-03-25 03:32:10,13
167,39,773,2023-02-26 15:00:53,18
168,9,307,1991-03-02 17:01:57,20
169,15,1116,2005-06-14 07:41:40,5
170,39,1518,1981-07-06 10:03:41,19
171,91,1201,2004-12-29 12:23:56,19
172,49,443,1978-08-01 06:42:23,14
173,15,634,1981-05-18 09:56:07,18
174,88,1631,1990-06-23 16:54:50,2
175,47,1572,1974-01-24 10:54:40,4
176,74,1218,1990-07-31 02:12:25,4
177,38,1638,2015-07-29 21:56:20,9
178,15,1072,2016-09-13 07:00:14,9
179,53,499,2017-05-13 08:30:04,20
180,53,1995,1973-08-05 01:32:44,7
181,49,1988,2010-10-20 21:31:48,7
182,50,527,2010-10-25 08:43:25,12
183,96,1538,1978-09-19 21:06:52,17
184,50,1129,2008-11-19 08:44:52,10
185,74,1315,2014-04-18 17:52:17,17
186,53,1175,2011-11-12 16:29:01,9
187,49,1787,1996-06-09 00:25:25,17
188,88,265,2015-05-07 04:26:21,9
189,36,1505,1996-06-23 08:21:54,1
190,53,1438,1983-03-24 07:17:51,18
191,88,49,1989-11-27 21:27:57,15
192,88,599,1994-04-29 23:43:04,1
193,96,1269,2004-12-10 01:32:04,6
194,65,168,1970-07-07 12:56:50,5
195,15,936,1993-01-25 06:14:10,8
196,39,403,1991-11-05 16:41:03,17
197,50,1698,2015-07-25 20:22:04,10
198,15,1656,2004-10-09 21:04:10,12
199,53,1766,1976-11-03 19:07:30,7
200,15,1372,1971-02-02 16:54:31,19
201,36,1458,2023-08-15 14:52:50,10
202,15,1438,2015-09-25 18:59:58,12
203,49,410,2010-12-16 11:48:12,12
204,15,1167,1998-09-02 19:55:21,13
205,39,1830,1987-09-17 14:53:00,6
206,49,632,2016-11-18 16:19:08,6
207,50,1425,1976-04-30 23:30:36,16
208,65,1595,2000-11-05 09:29:30,10
209,53,1242,2017-05-17 02:01:30,14
210,50,308,1977-08-25 01:23:08,8
211,15,1034,2023-06-14 08:58:02,8
212,50,261,2017-05-10 08:16:45,15
213,9,273,2018-04-26 03:56:10,12
214,50,470,2003-11-28 20:49:36,14
215,15,1768,1980-03-07 23:15:17,8
216,39,1316,1995-03-02 19:13:52,16
217,47,116,1975-04-18 16:10:17,19
218,47,1879,1983-11-29 22:22:27,11
219,74,913,1971-08-07 01:12:44,13
220,15,1855,1995-07-20 14:32:04,12
221,84,1013,2008-11-14 23:52:57,3
222,13,389,2002-10-01 19:24:06,18
223,36,1615,1984-07-21 13:10:31,7
224,13,1958,2013-11-10 02:53:49,16
225,38,1175,2003-07-26 11:56:51,2
226,50,1678,2013-12-20 22:06:16,7
227,88,1338,2022-06-25 15:25:59,2
228,13,1928,1971-11-20 22:17:03,10
229,53,208,2023-02-26 22:52:38,13
230,36,1511,1996-07-11 14:49:49,1
231,9,667,1982-11-09 06:12:22,14
232,49,1289,2015-05-25 11:49:30,14
233,84,238,1993-12-21 04:36:45,20
234,65,246,1990-04-03 23:57:36,20
235,91,524,1990-05-07 22:33:29,4
236,91,1324,1987-08-27 22:30:12,11
237,15,766,2004-04-21 01:41:33,7
238,47,482,1970-04-21 08:01:59,10
239,39,803,1970-01-19 04:17:48,7
240,84,1087,1998-10-01 06:48:53,10
241,9,885,1999-03-13 07:35:16,17
242,65,1132,2014-02-10 08:13:10,17
243,9,7,1986-03-24 19:34:50,10
244,74,1856,1991-09-09 20:55:10,2
245,36,1265,1985-12-15 00:32:55,18
246,53,754,1992-04-10 13:21:41,17
247,9,1008,1985-02-26 20:22:16,15
248,15,1496,2007-11-03 05:05:53,2
249,50,75,1987-02-22 11:25:20,18
250,15,1686,1976-04-19 10:28:21,10
251,53,301,2016-12-31 14:37:00,15
252,50,424,2018-05-20 08:40:49,18
253,74,914,2001-06-24 19:26:37,14
254,91,209,1978-09-29 19:10:40,17
255,47,1467,2007-02-19 12:57:07,7
256,65,1533,2017-01-18 08:41:21,6
257,65,1422,1975-11-12 04:52:36,2
258,36,473,2004-09-02 13:23:02,5
259,84,375,1972-10-31 21:13:47,14
260,15,9,2000-07-02 12:25:15,18
261,66,859,2008-08-31 04:05:33,7
262,66,1758,2020-11-01 13:20:08,7
263,50,1523,2006-08-28 23:00:27,9
264,50,1497,1976-03-31 06:10:22,15
265,9,1901,2020-04-12 09:46:26,5
266,53,1600,1980-09-01 23:56:52,11
267,9,1280,1984-03-23 19:31:19,3
268,65,1301,1987-10-13 03:33:11,8
269,50,248,1995-08-17 17:33:54,13
270,66,750,1989-08-30 22:38:40,3
271,38,1753,1999-11-12 18:52:51,7
272,49,1108,2001-10-26 17:08:24,18
273,39,491,1977-11-19 07:07:24,14
274,36,116,1988-08-31 10:15:23,8
275,36,1945,2005-02-10 00:06:37,6
276,9,669,2016-04-15 01:11:21,9
277,50,800,1981-09-30 09:33:08,20
278,39,198,2018-10-22 07:54:06,15
279,91,59,1993-03-30 05:59:57,1
280,84,446,2006-04-06 20:31:55,11
281,36,402,1977-09-09 01:47:09,5
282,53,1961,1997-04-11 22:38:45,9
283,84,246,1980-08-20 06:42:28,7
284,50,340,1974-09-11 22:03:50,16
285,39,463,2005-07-30 18:12:41,1
286,84,1946,2013-11-05 06:27:30,10
287,15,1342,2016-11-13 01:08:04,1
288,84,74,1976-06-20 12:37:20,2
289,53,1585,2011-11-16 22:13:01,12
290,50,1141,1984-12-06 17:37:31,6
291,84,1627,2006-11-07 07:33:44,2
292,88,329,1987-08-10 23:34:44,11
293,39,804,2001-12-02 14:52:59,17
294,47,1490,2004-01-20 15:56:30,4
295,74,1983,2020-04-03 23:29:45,15
296,39,1456,2002-11-01 00:43:03,7
297,49,1802,1980-05-07 23:30:56,1
298,96,727,1972-11-21 23:53:26,15
299,84,573,2019-07-15 20:03:29,6
300,66,553,1972-12-13 16:47:45,16
301,66,1085,1995-03-27 04:52:32,15
302,36,1003,1978-03-27 08:31:09,5
303,65,1427,1992-01-05 11:57:07,3
304,66,923,1984-01-14 10:07:07,2
305,13,1707,1970-07-22 13:23:11,8
306,50,199,1991-03-06 06:54:40,6
307,15,214,2019-03-28 23:23:41,2
308,53,323,1982-03-12 22:58:36,8
309,15,672,2000-09-11 05:56:04,16
310,39,1439,2011-06-03 07:26:50,14
311,15,1096,1997-03-12 20:30:09,20
312,50,365,2010-09-21 10:52:20,8
313,38,1760,1975-01-09 06:55:14,13
314,47,733,1985-06-16 01:54:11,6
315,50,154,1997-05-08 08:31:23,11
316,15,161,1975-08-12 05:22:56,10
317,53,5,1998-04-29 01:22:57,8
318,15,1439,2023-02-24 20:49:59,19
319,91,774,2001-06-24 23:17:07,4
320,47,1597,2022-10-22 08:01:03,8
321,65,728,1975-07-16 18:38:59,6
322,53,1183,2016-08-29 10:56:30,1
323,13,1923,1998-12-02 20:02:50,15
324,88,1180,2023-05-07 18:38:40,9
325,36,400,2014-04-22 18:25:01,4
326,15,821,2002-10-05 05:49:57,16
327,53,493,2015-02-08 16:05:27,20
328,88,319,1998-02-26 05:59:08,6
329,74,1361,2016-04-12 11:41:36,3
330,96,1677,2011-01-19 01:42:56,8
331,74,1355,2012-12-14 01:32:52,2
332,15,400,1982-09-19 02:00:40,10
333,9,1748,1998-08-23 10:44:09,2
334,47,1662,2009-09-26 03:54:24,17
335,38,1474,2006-03-20 04:25:30,4
336,15,1216,2004-03-27 00:34:47,17
337,53,291,1981-09-05 02:02:52,11
338,88,1455,1989-01-28 15:02:51,1
339,47,1269,1990-08-09 19:34:21,11
340,15,1948,2018-06-26 02:32:00,15
341,74,637,2009-02-03 07:36:07,6
342,39,469,1987-04-01 09:50:30,18
343,15,1332,1983-12-21 18:35:40,17
344,53,1010,1971-09-02 00:37:55,20
345,36,1703,1979-09-04 15:40:49,2
346,49,953,2011-03-10 07:57:08,12
347,53,1651,2023-05-27 09:18:11,19
348,9,1862,1986-06-08 12:02:32,13
349,66,932,1974-01-26 00:39:59,3
350,36,492,1980-03-18 12:27:58,17
351,38,1241,1984-01-19 03:04:19,13
352,39,1269,1993-03-04 05:45:01,10
353,36,787,2019-07-20 02:21:57,14
354,36,420,1972-01-03 19:37:53,2
355,9,110,1976-04-27 06:29:49,5
356,50,434,2017-06-30 04:02:37,5
357,53,1210,2002-07-01 18:02:27,17
358,50,1126,1995-09-19 08:43:03,16
359,39,836,1991-02-26 23:37:51,7
360,38,166,2023-09-23 07:15:36,12
361,91,860,2020-10-31 07:36:27,3
362,15,114,1975-01-06 12:50:10,14
363,15,366,1990-12-06 01:07:08,1
364,15,44,2017-12-24 13:44:17,17
365,88,1061,2023-02-01 21:19:33,19
366,39,822,1979-07-20 07:28:28,11
367,50,1696,2006-08-19 12:54:29,14
368,53,79,1979-05-22 18:37:49,13
369,15,1814,2015-01-11 04:39:32,15
370,15,1869,2019-06-02 13:02:08,12
371,47,83,1985-03-29 16:40:44,17
372,36,588,2001-10-27 08:17:59,16
373,91,941,2005-10-14 23:55:47,2
374,39,847,1996-02-03 01:06:36,10
375,74,616,1978-03-10 09:29:45,17
376,50,287,1982-05-04 17:37:59,4
377,66,1539,2021-06-22 05:31:27,13
378,74,1547,1971-03-16 13:32:44,5
379,84,306,2000-02-14 15:19:27,10
380,65,178,1978-12-27 14:15:01,16
381,9,1092,1989-08-26 18:12:42,1
382,9,1491,2005-07-24 10:47:33,4
383,49,478,1975-02-20 01:01:22,4
384,65,786,1973-06-14 17:52:35,15
385,53,762,2010-05-30 15:42:48,4
386,9,1195,1975-11-10 23:09:27,6
387,91,777,1977-12-07 07:42:36,12
388,36,222,2012-02-15 22:36:38,10
389,66,355,1986-07-18 10:02:02,10
390,65,281,2006-10-29 17:53:21,6
391,36,460,2015-01-11 10:07:57,16
392,15,1686,2021-06-28 05:39:11,12
393,47,1474,1997-07-24 19:58:47,6
394,47,1173,2012-10-14 07:32:59,8
395,84,1183,2022-12-06 05:07:06,6
396,88,824,2022-08-02 02:24:31,7
397,50,28,2015-05-22 09:42:35,1
398,91,1929,2009-01-08 15:13:16,2
399,47,776,2012-02-10 23:21:58,11
400,53,342,2022-12-16 21:40:11,6
401,13,557,1983-03-27 04:48:10,5
402,49,565,1973-01-10 21:50:19,4
403,74,1760,1994-09-10 17:33:00,11
404,9,345,1979-05-19 15:26:09,18
405,91,1691,1980-12-31 00:39:43,13
406,36,998,1972-03-28 09:23:42,12
407,50,1921,2019-04-10 22:05:01,5
408,38,1704,2020-03-30 11:04:36,2
409,36,1005,1970-10-19 06:16:50,7
410,84,1316,2023-07-01 04:57:53,18
411,36,658,1972-11-21 10:16:30,18
412,50,1031,2014-01-25 20:18:50,2
413,84,1027,1998-06-29 22:58:05,20
414,38,78,2001-05-11 10:17:27,12
415,53,938,2023-04-27 08:30:55,20
416,39,1962,1990-05-23 04:30:24,4
417,15,1310,2008-06-16 20:34:32,12
418,74,1128,1971-12-03 21:30:32,16
419,15,1152,1983-10-22 12:18:45,6
420,88,1213,1994-01-29 21:45:50,10
421,50,1609,1997-07-18 00:28:02,14
422,88,186,1994-09-01 22:35:08,19
423,9,580,1988-09-19 06:15:52,3
424,15,1473,2019-05-01 23:19:00,13
425,13,770,1970-07-27 19:12:49,20
426,9,1468,1992-12-03 03:08:32,4
427,91,473,2014-11-26 08:24:04,10
428,36,1010,2006-10-08 00:08:35,20
429,38,1269,2001-03-10 09:00:14,16
430,53,1778,2023-10-25 11:14:11,10
431,38,1229,1973-07-16 15:23:04,11
432,84,1863,2011-12-20 15:30:01,2
433,74,592,2011-08-31 01:37:21,10
434,88,1931,2006-05-19 05:02:34,5
435,9,861,1991-10-15 14:46:51,20
436,9,168,1971-06-01 04:32:07,20
437,53,779,1973-08-28 22:22:24,5
438,39,1581,2018-05-23 19:04:17,15
439,15,1624,2012-10-16 07:20:09,17
440,50,1572,1991-10-09 04:23:46,7
441,96,393,2003-01-22 06:36:38,5
442,15,44,2001-12-28 03:55:39,20
443,49,291,1987-04-17 13:49:01,9
444,36,1544,2010-07-21 14:42:28,11
445,53,1201,1998-05-28 16:09:18,9
446,88,1321,2014-02-19 05:12:13,17
447,96,1039,2023-10-20 13:03:51,12
448,15,889,2002-05-11 04:58:18,1
449,84,1465,2004-12-08 22:44:31,2
450,66,1669,2009-07-07 09:32:12,8
451,50,755,1993-11-18 20:04:41,4
452,39,3,2007-04-29 03:23:54,4
453,38,50,2018-02-22 20:01:56,13
454,53,35,1973-10-24 07:02:27,19
455,13,1518,1983-09-25 21:35:24,12
456,13,256,2021-04-21 00:29:03,8
457,88,1274,2014-10-14 23:31:19,10
458,15,1483,1983-04-03 09:43:51,6
459,91,1258,2006-08-01 05:14:54,7
460,65,155,2002-04-20 14:28:35,1
461,15,673,1985-07-31 02:08:31,7
462,39,1556,2004-05-12 08:28:29,16
463,15,920,1972-08-02 10:30:52,20
464,13,871,1977-02-11 00:18:14,10
465,88,16,1994-11-14 07:22:43,1
466,13,1398,2011-09-10 03:13:36,3
467,88,535,2004-05-29 04:53:55,17
468,91,1761,1985-07-17 01:25:50,17
469,15,1476,2006-09-19 08:19:37,2
470,15,586,1997-09-23 15:36:31,20
471,9,1251,2016-01-24 12:46:34,14
472,53,1493,1993-08-28 09:41:41,3
473,53,63,2012-05-18 09:12:46,9
474,39,461,2022-03-28 18:50:43,18
475,13,1450,2016-02-13 18:09:43,1
476,15,183,1975-02-02 22:37:47,14
477,50,482,2000-05-02 03:31:52,6
478,53,716,2023-04-06 18:51:31,3
479,53,725,2008-06-21 01:01:08,9
480,47,1636,1992-10-03 23:48:41,9
481,53,510,1993-06-10 12:13:08,12
482,50,614,1992-08-28 14:40:35,2
483,49,1255,1996-05-26 08:36:56,11
484,91,1111,1991-06-13 07:52:23,16
485,66,1197,2001-09-06 04:55:29,13
486,53,576,2004-07-27 13:17:09,19
487,36,42,2009-07-04 01:52:54,15
488,15,982,2008-12-04 01:38:12,14
489,38,288,2023-10-08 13:38:17,1
490,15,554,2023-03-09 23:56:03,18
491,13,1231,1978-11-09 06:16:39,11
492,36,1465,1994-12-21 08:14:24,18
493,15,364,2023-04-12 00:45:56,19
494,38,354,1992-02-06 18:22:10,6
495,36,294,1979-01-27 14:48:58,10
496,88,741,1986-06-20 19:41:27,4
497,53,1805,2014-05-03 11:20:16,8
498,53,810,2011-03-26 12:05:18,4
499,88,1448,1982-09-29 19:27:09,14
500,15,1880,2022-09-01 03:39:37,8
501,50,1506,2013-03-12 11:37:59,10
502,13,143,1998-05-25 13:53:38,13
503,65,610,1984-06-17 20:05:52,13
504,84,414,2023-01-11 16:49:17,20
505,88,272,1975-01-24 23:49:46,1
506,47,1521,1976-11-02 08:49:47,17
507,36,1126,1982-11-24 10:41:19,14
508,47,397,2013-10-03 16:40:22,13
509,66,922,2008-03-07 14:32:06,16
510,74,1372,2011-05-28 02:42:34,12
511,53,989,1986-04-29 07:17:36,19
512,96,1043,1992-05-08 13:57:31,1
513,50,521,1975-12-28 23:27:33,4
514,65,340,2011-09-08 04:17:06,20
515,88,1253,1990-07-24 23:48:00,11
516,9,1209,2021-11-29 08:12:44,11
517,53,1039,2021-08-21 19:36:07,12
518,38,617,1988-08-25 22:44:50,15
519,96,1032,2003-03-27 06:59:02,7
520,50,1044,1983-08-13 06:11:46,8
521,53,812,1977-02-09 08:39:11,10
522,74,620,1992-11-25 07:05:44,9
523,49,1642,1978-12-27 09:41:39,20
524,53,402,2008-11-02 10:55:21,6
525,66,892,2005-03-31 12:06:36,18
526,39,1226,2008-03-05 22:50:04,14
527,53,877,1986-10-07 07:21:38,4
528,38,1113,2005-01-07 21:09:22,16
529,49,1667,1976-03-29 18:11:44,18
530,91,128,1993-01-18 01:52:18,2
531,96,363,1991-09-20 13:56:54,6
532,65,1161,2021-12-05 17:31:46,6
533,38,1991,1994-05-30 07:46:06,10
534,50,676,1988-01-20 19:58:06,14
535,84,1535,2007-11-29 03:10:49,20
536,66,1187,1994-05-30 13:48:08,7
537,96,1106,1990-06-25 23:43:40,7
538,15,582,2004-12-04 08:52:57,14
539,15,305,1982-04-25 01:19:41,20
540,15,292,2002-07-27 14:20:55,8
541,47,1539,1992-12-05 21:47:07,4
542,96,1101,1977-07-06 18:05:54,6
543,53,1697,2020-12-02 00:25:50,8
544,13,763,2012-08-16 23:40:05,1
545,84,1059,1973-03-01 04:24:12,4
546,15,769,1976-09-16 04:29:07,10
547,65,910,2003-12-19 21:31:07,2
548,50,1092,2023-10-19 06:18:04,20
549,84,518,1973-10-04 15:09:44,5
550,91,1742,2001-03-24 08:48:55,16
551,15,108,1980-07-29 19:34:37,17
552,9,1197,2011-04-11 07:06:55,19
553,53,1207,1978-03-26 20:22:58,13
554,91,272,1997-04-25 13:05:27,15
555,50,1345,2019-08-27 08:09:10,17
556,66,1054,2015-09-17 07:36:01,17
557,9,1268,1973-09-28 00:29:15,13
558,53,117,2014-03-08 07:24:14,1
559,53,370,2006-06-05 10:03:06,19
560,66,211,2018-04-02 22:12:11,7
561,53,602,1974-09-12 23:24:06,13
562,96,438,1977-12-04 13:12:07,8
563,84,519,2014-11-21 07:41:49,7
564,91,528,1975-06-02 00:29:02,18
565,96,552,1998-12-27 15:02:17,13
566,15,1962,2017-01-13 06:53:12,12
567,91,1555,2008-10-19 23:46:50,5
568,53,1916,1973-12-24 00:09:38,18
569,15,426,1973-04-21 22:39:27,5
570,74,1474,1978-01-30 04:13:42,15
571,36,1951,1975-04-29 16:13:43,9
572,96,308,1992-11-07 05:33:31,13
573,50,1452,2007-05-04 16:11:43,12
574,39,37,2021-11-03 00:01:25,15
575,49,154,1989-02-22 09:40:15,3
576,15,1498,1978-06-12 01:19:59,5
577,96,713,2001-08-12 18:08:30,6
578,39,1158,2018-04-23 17:59:16,20
579,96,512,1998-10-31 01:02:45,11
580,74,1297,2020-10-21 21:15:29,19
581,36,1619,1999-01-19 01:42:43,16
582,49,1943,2017-12-02 17:54:43,17
583,15,1644,2023-02-15 08:28:00,12
584,38,228,1986-06-19 12:34:44,19
585,49,1413,1974-02-27 20:22:48,6
586,15,128,2002-08-14 17:34:04,18
587,36,1000,2004-11-21 20:23:56,17
588,91,1895,2006-12-16 00:15:49,9
589,74,94,2019-02-23 00:04:23,17
590,39,1676,1977-09-15 00:43:37,9
591,66,1197,2004-03-17 16:27:45,17
592,9,352,2009-05-10 23:23:15,9
593,39,965,2010-08-24 09:09:15,16
594,88,1381,1987-04-19 13:27:38,9
595,36,1113,2021-02-09 02:34:24,19
596,38,114,1971-05-06 10:41:35,1
597,84,1873,1989-03-14 15:47:44,18
598,9,1946,1999-12-24 05:52:25,12
599,47,831,2008-08-28 00:30:47,3
600,49,1005,2012-03-18 03:08:37,11
601,53,190,1989-05-19 20:14:10,17
602,88,1673,2014-03-03 11:42:16,17
603,74,310,1973-06-04 06:55:57,18
604,39,1347,1978-12-20 12:04:06,3
605,88,1332,2010-11-02 07:35:49,12
606,39,1107,2015-07-14 18:54:27,1
607,38,1878,1999-10-09 20:09:09,4
608,74,603,2001-10-01 07:45:05,1
609,53,383,1973-11-11 13:20:17,16
610,66,1581,1994-05-31 07:38:27,1
611,49,514,2022-03-23 08:54:50,8
612,74,901,2003-02-18 15:31:35,18
613,84,1001,2001-02-21 22:08:48,3
614,74,819,2012-04-05 16:10:25,9
615,53,1698,2019-08-18 18:52:01,15
616,38,1628,1996-10-11 22:15:00,8
617,13,1656,2007-10-23 03:17:21,2
618,53,1577,1971-12-13 18:00:40,6
619,15,1797,1978-01-19 01:45:38,2
620,53,653,2022-07-11 01:45:18,9
621,50,139,1973-02-03 06:03:31,3
622,36,1159,1992-06-27 20:27:00,17
623,91,310,1989-11-10 17:20:18,18
624,50,1882,1994-03-31 17:09:28,19
625,38,1347,1991-09-21 00:01:57,13
626,84,1445,1988-01-21 12:12:47,2
627,53,3,2021-11-12 07:03:32,18
628,36,1134,2000-03-11 13:09:57,5
629,74,155,1993-07-23 19:16:49,19
630,50,669,1983-09-28 20:18:11,12
631,65,1865,1990-08-11 20:28:46,2
632,88,909,2001-09-16 10:14:11,14
633,38,704,2021-11-18 00:09:08,1
634,13,319,1992-08-24 17:15:22,8
635,96,1631,2020-11-08 18:18:34,5
636,65,590,2005-07-10 21:09:33,3
637,65,1925,1973-11-07 15:14:38,9
638,15,145,2021-08-18 19:33:12,2
639,84,330,1982-12-06 21:57:17,10
640,50,1977,1984-07-14 08:23:14,1
641,13,418,2003-07-01 13:40:17,9
642,13,676,2007-02-24 01:44:22,1
643,9,382,1980-05-14 07:58:32,19
644,74,1297,2017-03-12 14:04:52,7
645,13,1178,1982-05-01 21:32:27,1
646,15,1582,1972-05-12 11:13:37,11
647,13,710,2003-12-13 00:03:17,19
648,96,1949,2005-08-28 14:57:26,2
649,36,1952,2019-01-23 08:33:24,20
