73,3,64,Kathleen adores this seller!,5,87,1992-08-30 07:17:01
74,3,90,Kathleen likes this seller!,4,28,2011-02-25 06:31:47
75,3,28,Kathleen could care less either way about this seller!,3,12,2018-02-05 14:34:53
76,3,92,Kathleen adores this seller!,5,29,1972-09-03 21:16:25
77,3,58,Kathleen could care less either way about this seller!,3,43,1994-08-22 13:34:06
78,3,10,Kathleen likes this seller!,4,33,2015-07-10 02:58:16
79,3,1,Kathleen likes this seller!,4,92,1980-06-25 14:43:48
80,4,79,Timothy abhors this seller!,1,60,2021-12-21 01:27:28
81,4,20,Timothy adores this seller!,5,0,2006-03-09 05:50:46
82,4,78,Timothy likes this seller!,4,92,1973-02-10 13:10:32
83,4,52,Timothy could care less either way about this seller!,3,22,2011-05-15 03:10:23
84,4,46,Timothy abhors this seller!,1,16,1995-06-10 11:20:46
85,4,82,Timothy could care less either way about this seller!,3,91,2004-02-16 03:18:11
86,4,54,Timothy hates this seller!,2,13,1998-09-02 15:35:31
87,4,84,Timothy hates this seller!,2,80,1992-07-14 16:16:17
88,4,53,Timothy likes this seller!,4,25,1981-03-03 15:26:54
89,4,37,Timothy adores this seller!,5,38,2008-02-21 08:41:14
90,4,26,Timothy abhors this seller!,1,60,1991-11-15 19:23:13
91,4,51,Timothy likes this seller!,4,10,1996-10-14 04:27:14
92,4,74,Timothy abhors this seller!,1,85,2013-07-20 08:43:09
93,4,64,Timothy could care less either way about this seller!,3,38,2022-10-16 06:55:43
94,4,90,Timothy hates this seller!,2,87,1999-05-14 15:15:33
95,4,28,Timothy abhors this seller!,1,52,2000-06-24 16:18:42
96,4,92,Timothy hates this seller!,2,81,1985-10-15 07:40:34
97,4,58,Timothy could care less either way about this seller!,3,94,2015-06-17 15:42:51
98,4,10,Timothy abhors this seller!,1,48,2015-04-16 07:41:58
99,4,1,Timothy hates this seller!,2,48,1972-01-17 23:00:07
100,5,79,Dr. could care less either way about this seller!,3,73,2022-06-11 02:57:38
101,5,20,Dr. abhors this seller!,1,32,2009-12-06 21:48:25
102,5,78,Dr. adores this seller!,5,13,1988-01-25 11:32:51
103,5,52,Dr. hates this seller!,2,13,1997-08-22 15:13:35
104,5,46,Dr. could care less either way about this seller!,3,71,1980-11-26 22:01:09
105,5,82,Dr. likes this seller!,4,23,1984-11-19 06:56:04
106,5,54,Dr. could care less either way about this seller!,3,26,2015-01-14 23:35:37
107,5,84,Dr. could care less either way about this seller!,3,25,1991-03-14 06:02:53
108,5,53,Dr. could care less either way about this seller!,3,11,1971-08-13 07:25:21
109,5,37,Dr. could care less either way about this seller!,3,66,1989-08-19 17:23:12
110,5,26,Dr. could care less either way about this seller!,3,58,1975-05-16 01:13:58
111,5,51,Dr. could care less either way about this seller!,3,37,1981-02-19 14:33:18
112,5,74,Dr. adores this seller!,5,78,2006-03-18 19:09:23
113,5,64,Dr. likes this seller!,4,8,1994-08-15 13:31:22
114,5,90,Dr. abhors this seller!,1,46,2015-11-07 03:59:02
115,5,28,Dr. abhors this seller!,1,77,1985-10-24 08:37:19
116,5,92,Dr. abhors this seller!,1,77,1974-02-10 18:28:32
117,5,58,Dr. could care less either way about this seller!,3,83,1973-08-24 13:21:44
118,5,10,Dr. could care less either way about this seller!,3,31,1983-11-11 11:45:10
119,5,1,Dr. hates this seller!,2,58,1973-06-11 23:04:21
120,6,79,John hates this seller!,2,36,2011-01-31 12:35:58
121,6,20,John could care less either way about this seller!,3,84,1982-12-30 09:37:20
122,6,78,John hates this seller!,2,48,2014-09-08 06:53:07
123,6,52,John hates this seller!,2,98,2016-02-16 17:27:20
124,6,46,John likes this seller!,4,23,1976-02-13 12:47:26
125,6,82,John likes this seller!,4,83,1986-07-04 22:26:25
126,6,54,John could care less either way about this seller!,3,57,2002-02-01 01:14:01
127,6,84,John abhors this seller!,1,45,1972-03-29 15:12:15
128,6,53,John likes this seller!,4,91,1988-08-02 11:03:20
129,6,37,John hates this seller!,2,25,1977-02-28 10:05:53
130,6,26,John adores this seller!,5,0,2007-05-20 10:55:55
131,6,51,John abhors this seller!,1,48,2023-10-02 19:44:29
132,6,74,John abhors this seller!,1,72,1994-06-18 12:39:55
133,6,64,John likes this seller!,4,30,1987-05-06 14:02:06
134,6,90,John adores this seller!,5,54,1975-06-17 08:37:40
135,6,28,John abhors this seller!,1,91,1972-12-24 02:46:34
136,6,92,John likes this seller!,4,87,1994-09-20 23:04:03
137,6,58,John abhors this seller!,1,98,2010-02-11 11:04:00
138,6,10,John adores this seller!,5,16,2001-04-02 00:18:50
139,6,1,John adores this seller!,5,16,1989-12-01 20:14:39
140,7,79,Julie hates this seller!,2,64,1997-04-27 10:02:34
141,7,20,Julie abhors this seller!,1,71,2022-03-25 15:35:02
142,7,78,Julie adores this seller!,5,42,1990-08-27 21:04:16
143,7,52,Julie hates this seller!,2,28,1977-05-22 12:04:43
144,7,46,Julie could care less either way about this seller!,3,75,2021-08-25 13:27:03
145,7,82,Julie adores this seller!,5,11,1974-06-15 19:22:09
146,7,54,Julie could care less either way about this seller!,3,11,1992-02-10 21:25:11
147,7,84,Julie could care less either way about this seller!,3,70,1997-05-22 19:02:29
148,7,53,Julie adores this seller!,5,17,1974-02-17 23:46:55
149,7,37,Julie adores this seller!,5,0,2010-12-30 18:33:35
150,7,26,Julie hates this seller!,2,90,1975-11-12 14:39:12
151,7,51,Julie likes this seller!,4,8,1974-02-15 09:34:57
152,7,74,Julie hates this seller!,2,77,1986-04-14 03:46:47
153,7,64,Julie abhors this seller!,1,97,1993-01-04 01:54:10
154,7,90,Julie could care less either way about this seller!,3,0,1996-01-06 12:48:49
155,7,28,Julie likes this seller!,4,47,1990-01-16 00:08:59
156,7,92,Julie likes this seller!,4,97,2008-03-10 14:18:41
157,7,58,Julie hates this seller!,2,8,2013-01-11 14:04:13
158,7,10,Julie hates this seller!,2,98,1979-05-22 07:29:24
159,7,1,Julie could care less either way about this seller!,3,41,1999-03-18 02:30:44
160,8,79,Ashley likes this seller!,4,59,1991-01-20 18:38:37
161,8,20,Ashley could care less either way about this seller!,3,8,1997-06-04 07:56:22
162,8,78,Ashley adores this seller!,5,75,1999-07-10 01:23:44
163,8,52,Ashley hates this seller!,2,22,2012-02-11 09:21:59
164,8,46,Ashley hates this seller!,2,62,2016-11-13 08:58:42
165,8,82,Ashley adores this seller!,5,59,2008-05-21 23:46:41
166,8,54,Ashley could care less either way about this seller!,3,85,1974-07-28 21:05:03
167,8,84,Ashley abhors this seller!,1,96,2019-12-10 13:17:32
168,8,53,Ashley likes this seller!,4,60,2020-07-04 14:34:48
169,8,37,Ashley could care less either way about this seller!,3,7,1972-10-19 07:15:18
170,8,26,Ashley adores this seller!,5,75,1971-09-18 02:05:45
171,8,51,Ashley abhors this seller!,1,39,2004-11-09 05:26:15
172,8,74,Ashley adores this seller!,5,44,1970-09-19 23:32:30
173,8,64,Ashley abhors this seller!,1,59,1971-06-15 19:49:59
174,8,90,Ashley abhors this seller!,1,74,1984-04-11 09:37:42
175,8,28,Ashley likes this seller!,4,38,1995-07-29 01:13:45
176,8,92,Ashley could care less either way about this seller!,3,64,1988-05-07 18:14:13
177,8,58,Ashley likes this seller!,4,20,2013-09-27 04:02:03
178,8,10,Ashley abhors this seller!,1,77,2015-12-11 19:56:32
179,8,1,Ashley could care less either way about this seller!,3,98,1986-10-28 19:18:19
180,9,79,Christina abhors this seller!,1,19,2007-06-23 12:36:20
181,9,20,Christina hates this seller!,2,29,1993-01-22 00:25:07
182,9,78,Christina hates this seller!,2,7,1994-03-23 15:21:40
183,9,52,Christina could care less either way about this seller!,3,46,1994-08-11 04:22:15
184,9,46,Christina likes this seller!,4,87,1995-11-14 04:52:40
185,9,82,Christina abhors this seller!,1,61,1977-10-29 14:38:46
186,9,54,Christina likes this seller!,4,15,2001-01-20 22:58:50
187,9,84,Christina adores this seller!,5,81,1984-06-15 10:04:59
188,9,53,Christina could care less either way about this seller!,3,54,1982-07-06 16:13:10
189,9,37,Christina adores this seller!,5,18,2015-02-06 10:17:45
190,9,26,Christina adores this seller!,5,24,1993-05-22 00:12:17
191,9,51,Christina adores this seller!,5,20,2013-11-17 15:40:49
192,9,74,Christina hates this seller!,2,74,1984-10-22 08:50:10
193,9,64,Christina hates this seller!,2,64,1989-01-08 07:03:39
194,9,90,Christina adores this seller!,5,45,2020-05-06 16:59:55
195,9,28,Christina hates this seller!,2,24,2023-03-20 05:41:19
196,9,92,Christina hates this seller!,2,83,2019-06-10 09:13:13
197,9,58,Christina hates this seller!,2,53,1992-07-24 06:46:46
198,9,10,Christina adores this seller!,5,22,1985-06-05 00:53:32
199,9,1,Christina could care less either way about this seller!,3,54,1993-09-25 20:36:31
200,10,79,Leslie abhors this seller!,1,12,2002-09-23 01:39:58
201,10,20,Leslie abhors this seller!,1,1,2003-09-07 16:41:01
202,10,78,Leslie adores this seller!,5,15,1971-11-18 15:12:14
203,10,52,Leslie hates this seller!,2,40,1990-12-06 23:22:10
204,10,46,Leslie could care less either way about this seller!,3,16,2001-05-12 22:59:25
205,10,82,Leslie adores this seller!,5,81,1989-07-27 12:28:25
206,10,54,Leslie hates this seller!,2,72,1980-02-14 14:48:17
207,10,84,Leslie adores this seller!,5,80,1977-07-06 22:27:11
208,10,53,Leslie likes this seller!,4,52,2021-07-08 14:37:22
209,10,37,Leslie abhors this seller!,1,9,2010-09-11 19:46:29
210,10,26,Leslie adores this seller!,5,14,2011-09-30 18:39:44
211,10,51,Leslie could care less either way about this seller!,3,60,2004-11-21 02:55:21
212,10,74,Leslie adores this seller!,5,57,2006-03-30 21:23:45
213,10,64,Leslie hates this seller!,2,73,2014-03-03 23:44:55
214,10,90,Leslie adores this seller!,5,27,1982-06-10 11:32:17
215,10,28,Leslie abhors this seller!,1,43,2016-02-25 18:21:35
216,10,92,Leslie could care less either way about this seller!,3,80,1995-06-25 18:58:55
217,10,58,Leslie likes this seller!,4,42,1996-07-04 01:39:57
218,10,10,Leslie adores this seller!,5,16,1980-07-26 23:52:20
219,10,1,Leslie abhors this seller!,1,4,1975-04-13 04:54:51
220,11,79,Amanda abhors this seller!,1,66,2012-06-06 18:00:09
221,11,20,Amanda abhors this seller!,1,12,1988-05-11 12:05:58
222,11,78,Amanda adores this seller!,5,9,1977-05-05 16:08:49
223,11,52,Amanda adores this seller!,5,83,2021-10-14 18:43:41
224,11,46,Amanda abhors this seller!,1,41,1995-11-10 01:01:12
225,11,82,Amanda abhors this seller!,1,79,2023-12-07 16:36:15
226,11,54,Amanda could care less either way about this seller!,3,59,1999-11-29 08:24:15
227,11,84,Amanda abhors this seller!,1,71,1974-07-31 18:22:45
228,11,53,Amanda hates this seller!,2,59,2007-12-20 14:17:41
229,11,37,Amanda abhors this seller!,1,5,2023-10-11 02:18:03
230,11,26,Amanda hates this seller!,2,49,1974-03-13 00:52:08
231,11,51,Amanda abhors this seller!,1,90,1984-09-12 14:23:56
232,11,74,Amanda adores this seller!,5,99,1988-11-08 09:55:44
233,11,64,Amanda hates this seller!,2,41,1995-01-16 20:55:20
234,11,90,Amanda hates this seller!,2,74,2022-10-06 01:30:38
235,11,28,Amanda could care less either way about this seller!,3,84,2018-12-11 06:15:40
236,11,92,Amanda abhors this seller!,1,83,1982-01-31 20:45:06
237,11,58,Amanda abhors this seller!,1,38,1982-08-10 07:56:11
238,11,10,Amanda could care less either way about this seller!,3,80,2014-11-17 17:33:12
239,11,1,Amanda could care less either way about this seller!,3,41,1980-06-13 02:43:56
240,12,79,Kristen hates this seller!,2,27,1998-12-13 01:30:55
241,12,20,Kristen could care less either way about this seller!,3,30,1971-01-08 13:41:53
242,12,78,Kristen adores this seller!,5,32,2005-01-14 05:20:48
243,12,52,Kristen abhors this seller!,1,40,1975-08-05 02:53:55
244,12,46,Kristen hates this seller!,2,43,1996-03-26 09:13:39
245,12,82,Kristen could care less either way about this seller!,3,37,2023-12-01 03:25:36
246,12,54,Kristen hates this seller!,2,58,1977-05-13 08:19:58
247,12,84,Kristen could care less either way about this seller!,3,25,1974-04-30 16:48:08
248,12,53,Kristen adores this seller!,5,7,1998-09-21 17:01:14
249,12,37,Kristen hates this seller!,2,96,2020-01-26 14:02:01
250,12,26,Kristen could care less either way about this seller!,3,83,2023-03-08 08:40:47
251,12,51,Kristen adores this seller!,5,47,1979-07-09 04:48:50
252,12,74,Kristen hates this seller!,2,49,2002-05-04 10:25:56
253,12,64,Kristen hates this seller!,2,82,2019-02-18 22:32:47
254,12,90,Kristen hates this seller!,2,97,1999-09-29 20:45:50
255,12,28,Kristen abhors this seller!,1,82,2000-06-08 19:53:24
256,12,92,Kristen likes this seller!,4,5,1998-01-17 14:09:47
257,12,58,Kristen adores this seller!,5,36,1978-12-17 17:36:04
258,12,10,Kristen adores this seller!,5,33,2013-10-27 07:08:36
259,12,1,Kristen hates this seller!,2,34,2012-01-12 22:31:13
260,13,79,Mitchell abhors this seller!,1,54,1975-07-07 23:02:42
261,13,20,Mitchell adores this seller!,5,33,2016-07-16 11:56:33
262,13,78,Mitchell could care less either way about this seller!,3,66,1997-08-16 00:22:05
263,13,52,Mitchell could care less either way about this seller!,3,90,2006-03-19 11:41:38
264,13,46,Mitchell adores this seller!,5,83,1997-11-26 05:27:41
265,13,82,Mitchell adores this seller!,5,51,1992-01-12 12:17:23
266,13,54,Mitchell likes this seller!,4,49,2007-03-19 01:38:58
267,13,84,Mitchell abhors this seller!,1,46,2018-05-24 16:04:53
268,13,53,Mitchell adores this seller!,5,13,2000-10-02 13:12:32
269,13,37,Mitchell likes this seller!,4,16,1981-04-13 14:05:31
270,13,26,Mitchell adores this seller!,5,79,2000-07-05 01:03:23
271,13,51,Mitchell adores this seller!,5,9,1978-10-06 02:43:53
272,13,74,Mitchell hates this seller!,2,21,1999-04-16 09:19:37
273,13,64,Mitchell could care less either way about this seller!,3,45,1974-03-14 21:58:53
274,13,90,Mitchell hates this seller!,2,89,1998-09-05 13:55:28
275,13,28,Mitchell abhors this seller!,1,35,1986-08-18 13:33:15
276,13,92,Mitchell hates this seller!,2,20,1976-06-22 22:41:09
277,13,58,Mitchell likes this seller!,4,46,1979-09-22 04:45:44
278,13,10,Mitchell hates this seller!,2,42,2012-07-17 00:28:37
279,13,1,Mitchell adores this seller!,5,23,1991-02-24 00:54:49
280,14,79,Katherine abhors this seller!,1,73,1991-11-17 04:17:21
281,14,20,Katherine adores this seller!,5,88,2016-05-09 19:00:56
282,14,78,Katherine adores this seller!,5,68,2020-01-01 22:21:29
283,14,52,Katherine abhors this seller!,1,68,2004-09-03 11:37:34
284,14,46,Katherine could care less either way about this seller!,3,0,2002-06-26 19:07:39
285,14,82,Katherine abhors this seller!,1,66,2000-02-20 01:56:21
286,14,54,Katherine could care less either way about this seller!,3,46,2019-04-02 14:43:54
287,14,84,Katherine abhors this seller!,1,43,2000-06-08 22:03:13
288,14,53,Katherine hates this seller!,2,67,1980-12-20 08:48:48
289,14,37,Katherine abhors this seller!,1,19,2015-10-21 14:28:28
290,14,26,Katherine abhors this seller!,1,83,2012-03-17 20:37:20
291,14,51,Katherine likes this seller!,4,68,2011-02-22 17:26:01
292,14,74,Katherine hates this seller!,2,96,2003-04-07 16:07:00
293,14,64,Katherine hates this seller!,2,43,2018-02-04 12:13:21
294,14,90,Katherine abhors this seller!,1,63,1992-11-26 00:16:22
295,14,28,Katherine likes this seller!,4,69,2017-08-28 04:38:47
296,14,92,Katherine adores this seller!,5,43,1971-11-11 01:43:37
297,14,58,Katherine likes this seller!,4,68,1994-03-04 05:36:20
298,14,10,Katherine could care less either way about this seller!,3,56,1974-01-28 08:07:11
299,14,1,Katherine hates this seller!,2,41,1995-07-09 19:50:54
300,15,79,Jessica hates this seller!,2,59,1996-06-03 02:28:42
301,15,20,Jessica abhors this seller!,1,63,1998-05-03 02:27:26
302,15,78,Jessica adores this seller!,5,78,2014-07-18 01:52:22
303,15,52,Jessica abhors this seller!,1,94,1996-03-14 22:02:48
304,15,46,Jessica abhors this seller!,1,42,1974-05-30 19:47:01
305,15,82,Jessica adores this seller!,5,16,1999-08-18 09:25:58
306,15,54,Jessica likes this seller!,4,18,2008-03-24 00:48:16
307,15,84,Jessica likes this seller!,4,84,2022-10-31 03:13:23
308,15,53,Jessica adores this seller!,5,22,2002-03-22 21:00:22
309,15,37,Jessica hates this seller!,2,0,1989-12-05 05:00:08
310,15,26,Jessica abhors this seller!,1,26,2021-07-13 17:39:11
311,15,51,Jessica could care less either way about this seller!,3,34,2018-07-10 01:03:27
312,15,74,Jessica adores this seller!,5,51,2003-04-04 07:40:59
313,15,64,Jessica likes this seller!,4,29,1996-11-02 07:19:35
314,15,90,Jessica abhors this seller!,1,36,1974-01-25 08:26:55
315,15,28,Jessica abhors this seller!,1,25,2003-08-31 21:49:17
316,15,92,Jessica abhors this seller!,1,74,2005-11-13 21:43:06
317,15,58,Jessica abhors this seller!,1,70,2022-07-06 03:17:58
318,15,10,Jessica likes this seller!,4,37,1971-08-01 05:29:36
319,15,1,Jessica adores this seller!,5,70,2005-08-24 00:54:33
320,16,79,Gloria hates this seller!,2,72,2021-09-14 09:39:18
321,16,20,Gloria could care less either way about this seller!,3,9,2006-10-18 01:22:33
322,16,78,Gloria abhors this seller!,1,16,1989-05-06 02:12:53
323,16,52,Gloria likes this seller!,4,64,2000-04-02 05:07:09
324,16,46,Gloria likes this seller!,4,20,2019-07-25 19:46:31
325,16,82,Gloria hates this seller!,2,24,2008-09-24 05:02:48
326,16,54,Gloria hates this seller!,2,25,2008-03-24 22:05:47
327,16,84,Gloria could care less either way about this seller!,3,53,2003-09-06 05:00:18
328,16,53,Gloria likes this seller!,4,58,1975-09-20 21:33:05
329,16,37,Gloria adores this seller!,5,20,2016-08-30 00:50:52
330,16,26,Gloria abhors this seller!,1,95,1976-02-13 07:58:22
331,16,51,Gloria hates this seller!,2,14,1989-02-04 10:12:24
332,16,74,Gloria could care less either way about this seller!,3,80,1992-07-01 22:17:23
333,16,64,Gloria likes this seller!,4,92,1973-02-17 13:08:19
334,16,90,Gloria adores this seller!,5,96,1986-11-27 11:01:15
335,16,28,Gloria hates this seller!,2,62,2017-12-07 16:01:56
336,16,92,Gloria could care less either way about this seller!,3,29,1996-06-18 05:54:55
337,16,58,Gloria adores this seller!,5,42,2007-12-01 10:07:46
338,16,10,Gloria hates this seller!,2,26,1990-03-27 12:25:27
339,16,1,Gloria abhors this seller!,1,24,2007-06-10 06:52:36
340,17,79,Miguel could care less either way about this seller!,3,83,2001-10-25 08:20:22
341,17,20,Miguel abhors this seller!,1,40,1996-11-25 05:22:35
342,17,78,Miguel adores this seller!,5,81,1981-11-24 07:41:17
343,17,52,Miguel adores this seller!,5,47,1993-12-20 00:49:07
344,17,46,Miguel could care less either way about this seller!,3,16,2000-10-30 09:19:26
345,17,82,Miguel could care less either way about this seller!,3,72,1977-04-11 22:00:40
346,17,54,Miguel likes this seller!,4,77,1972-03-31 17:01:01
347,17,84,Miguel likes this seller!,4,95,2007-03-01 10:19:05
348,17,53,Miguel could care less either way about this seller!,3,62,2018-07-30 17:24:54
349,17,37,Miguel could care less either way about this seller!,3,12,1972-01-01 21:25:08
350,17,26,Miguel hates this seller!,2,58,1975-09-29 10:23:09
351,17,51,Miguel hates this seller!,2,27,2014-04-12 14:11:36
352,17,74,Miguel adores this seller!,5,40,1997-11-08 08:08:51
353,17,64,Miguel hates this seller!,2,57,1992-08-20 23:03:27
354,17,90,Miguel could care less either way about this seller!,3,98,1979-05-16 12:36:54
355,17,28,Miguel likes this seller!,4,97,2021-05-11 10:40:30
356,17,92,Miguel adores this seller!,5,96,1982-01-27 06:49:14
357,17,58,Miguel could care less either way about this seller!,3,87,2011-09-10 02:55:47
358,17,10,Miguel hates this seller!,2,60,1977-10-24 11:19:04
359,17,1,Miguel adores this seller!,5,9,1994-07-21 12:49:52
360,18,79,Kyle adores this seller!,5,74,1981-09-08 02:42:58
361,18,20,Kyle adores this seller!,5,15,2015-12-20 08:05:02
362,18,78,Kyle could care less either way about this seller!,3,12,2015-09-14 05:39:18
363,18,52,Kyle adores this seller!,5,93,1992-04-11 00:33:33
364,18,46,Kyle could care less either way about this seller!,3,50,2021-06-24 11:00:16
365,18,82,Kyle likes this seller!,4,46,1984-05-06 02:25:51
366,18,54,Kyle adores this seller!,5,36,1970-12-27 16:57:00
367,18,84,Kyle abhors this seller!,1,92,1976-10-02 01:10:52
368,18,53,Kyle likes this seller!,4,94,2008-04-16 10:40:04
369,18,37,Kyle adores this seller!,5,99,1983-09-22 05:26:24
370,18,26,Kyle likes this seller!,4,6,2012-12-16 15:11:07
371,18,51,Kyle could care less either way about this seller!,3,42,2002-06-15 07:56:27
372,18,74,Kyle hates this seller!,2,6,2005-05-23 19:45:58
373,18,64,Kyle adores this seller!,5,51,1983-09-18 10:09:35
374,18,90,Kyle hates this seller!,2,53,2021-04-12 14:08:05
375,18,28,Kyle likes this seller!,4,33,2021-02-18 01:54:28
376,18,92,Kyle hates this seller!,2,62,1994-08-31 18:58:57
377,18,58,Kyle could care less either way about this seller!,3,73,1983-11-07 15:02:52
378,18,10,Kyle hates this seller!,2,44,1997-12-23 18:43:35
379,18,1,Kyle likes this seller!,4,12,2011-01-21 14:32:05
380,19,79,William likes this seller!,4,90,1989-08-19 21:40:50
381,19,20,William likes this seller!,4,79,1977-01-27 18:45:07
382,19,78,William adores this seller!,5,74,2009-03-17 08:11:23
383,19,52,William could care less either way about this seller!,3,84,2023-06-10 09:46:46
384,19,46,William likes this seller!,4,9,2006-06-08 19:08:10
385,19,82,William likes this seller!,4,15,1998-05-02 03:28:12
386,19,54,William likes this seller!,4,50,1972-05-03 00:43:19
387,19,84,William likes this seller!,4,9,1976-12-21 18:08:42
388,19,53,William could care less either way about this seller!,3,73,1988-12-13 12:08:41
389,19,37,William abhors this seller!,1,5,2014-10-02 03:59:59
390,19,26,William adores this seller!,5,96,2020-02-13 15:43:54
391,19,51,William likes this seller!,4,92,1987-05-07 08:28:03
392,19,74,William likes this seller!,4,51,2002-08-10 00:06:44
393,19,64,William could care less either way about this seller!,3,61,1976-08-08 01:25:56
394,19,90,William could care less either way about this seller!,3,12,1992-04-03 09:22:11
395,19,28,William adores this seller!,5,72,1970-02-04 06:18:12
396,19,92,William adores this seller!,5,77,2019-09-14 05:29:42
397,19,58,William likes this seller!,4,16,1999-09-22 13:38:26
398,19,10,William could care less either way about this seller!,3,69,2014-08-02 10:16:53
399,19,1,William adores this seller!,5,33,2009-01-18 23:37:06
400,20,79,Brett could care less either way about this seller!,3,20,1993-07-16 05:07:10
401,20,20,Brett abhors this seller!,1,56,2017-12-08 23:05:41
402,20,78,Brett hates this seller!,2,72,2015-08-07 14:12:24
403,20,52,Brett likes this seller!,4,72,2018-11-16 19:43:51
404,20,46,Brett adores this seller!,5,77,1984-10-12 20:22:18
