171,37,1616,1986-08-13 20:44:19
172,53,1251,1976-01-19 06:29:21
173,37,1003,1998-08-01 16:09:21
174,52,252,1970-05-05 11:37:57
175,90,1782,1995-04-26 08:41:38
176,51,1347,1982-08-09 04:12:52
177,26,620,1988-03-02 16:00:11
178,54,1501,2001-03-16 19:32:26
179,37,1607,2023-07-11 13:03:59
180,54,973,2002-05-30 13:35:47
181,82,1739,1995-03-05 13:07:34
182,64,1,1983-09-30 03:57:24
183,79,457,1988-08-14 00:16:58
184,78,1806,2003-12-03 15:49:20
185,79,1985,2001-05-03 05:31:37
186,20,1603,1976-12-27 19:10:49
187,46,1308,1986-08-22 02:55:56
188,84,1563,1980-04-18 14:41:29
189,58,1091,1982-03-23 12:12:35
190,26,1536,2019-01-28 04:14:56
191,1,184,2004-05-23 22:07:03
192,51,538,1976-11-07 02:30:37
193,10,1329,1984-09-29 07:03:30
194,90,1923,2023-06-05 11:04:30
195,79,1621,1994-11-25 03:55:27
196,1,1728,1970-07-18 17:01:47
197,26,1805,1994-03-25 03:04:08
198,53,625,1988-07-22 23:22:54
199,52,891,2023-02-28 16:21:01
200,53,1616,2010-07-24 00:21:07
201,82,100,1981-01-30 06:59:45
202,54,697,1981-10-09 20:21:54
203,46,1116,2017-12-11 07:00:59
204,78,1823,1980-10-24 10:40:01
205,64,527,1998-07-14 12:51:22
206,79,40,1995-06-16 07:05:22
207,37,1937,2010-04-20 22:44:34
208,51,1911,1989-09-19 08:15:48
209,53,1243,1998-05-27 03:09:41
210,53,370,1985-04-25 12:29:43
211,58,1046,2011-01-23 09:57:34
212,28,1747,2008-06-12 13:25:04
213,1,1408,2000-09-02 17:28:54
214,64,612,2004-05-07 17:24:20
215,1,835,1992-04-01 13:51:41
216,51,1412,2015-07-20 14:29:43
217,10,1705,2021-04-08 05:07:00
218,46,1257,1972-09-23 10:59:55
219,78,708,1973-06-13 15:53:31
220,82,840,1995-06-28 01:02:45
221,51,153,2000-12-07 01:01:14
222,37,1056,1972-04-04 15:52:14
223,52,654,1971-12-20 22:10:05
224,79,671,1976-04-18 13:40:59
225,74,1136,1971-10-16 20:18:24
226,64,1066,1995-06-01 15:42:24
227,51,785,1976-05-27 22:33:17
228,20,1113,1979-08-29 13:21:43
229,54,742,2005-08-25 01:46:43
230,64,1512,1988-12-06 02:59:42
231,58,955,1997-08-16 21:51:47
232,10,1669,1989-01-29 07:16:31
233,1,958,2012-09-11 12:23:36
234,90,1179,2001-08-08 22:22:41
235,82,502,1976-05-02 11:50:26
236,46,803,1970-05-27 19:29:09
237,10,278,1986-10-28 06:39:23
238,46,554,2013-12-06 00:23:25
239,78,1372,1993-07-17 00:08:04
240,26,196,2023-03-16 16:43:36
241,26,381,1978-07-11 08:46:23
242,53,647,1990-06-23 03:48:24
243,78,864,1987-08-30 23:03:05
244,74,1897,2020-08-26 23:43:57
245,92,320,2013-03-19 03:15:35
246,52,215,2002-02-28 12:36:38
247,82,1861,1989-08-15 09:27:39
248,58,26,2009-11-22 04:57:30
249,26,1921,1994-04-29 08:50:23
250,74,1219,1972-09-28 11:44:42
251,82,1288,1976-07-12 15:22:31
252,53,551,1980-12-25 09:49:29
253,74,489,2023-02-18 19:12:58
254,64,888,1971-07-03 19:32:26
255,64,422,2001-04-23 11:22:05
256,92,842,2004-01-23 03:40:02
257,10,434,1992-05-10 08:59:08
258,20,1426,1985-06-27 08:59:15
259,28,395,1992-04-30 18:34:52
260,46,1963,2004-01-26 01:38:27
261,52,742,2003-05-31 17:45:03
262,53,212,2005-04-13 12:34:33
263,26,1979,2023-10-14 10:55:11
264,53,1520,1998-08-08 00:05:47
265,28,782,2006-10-01 04:02:42
266,51,1673,1973-01-21 06:08:47
267,52,782,2021-08-29 06:44:21
268,54,1977,1973-09-29 04:55:09
269,54,62,1981-09-17 04:59:50
270,10,562,1977-03-03 10:14:35
271,46,110,2003-10-25 12:06:00
272,28,432,2007-01-11 04:45:16
273,78,1520,2012-05-25 12:52:51
274,54,414,2018-04-23 06:12:04
275,28,835,2006-03-14 11:29:38
276,82,739,1981-08-13 10:09:42
277,51,222,1979-04-27 21:23:12
278,54,1654,1971-03-01 23:28:57
279,10,164,2000-08-21 15:22:42
280,90,1002,2005-01-11 12:40:41
281,28,1032,1992-05-29 21:10:14
282,28,1291,1979-02-07 03:11:47
283,53,1318,1983-04-07 08:49:26
284,51,245,2012-03-17 05:16:44
285,90,395,2004-04-18 17:45:08
286,82,1335,2010-04-22 19:02:12
287,74,352,1976-08-31 21:38:39
288,84,1485,1977-10-04 20:29:50
289,28,533,2011-10-02 08:47:14
290,52,1413,2011-04-08 04:05:05
291,90,907,1992-12-31 20:22:26
292,28,1373,2007-11-20 01:53:53
293,54,331,1982-11-18 10:53:46
294,28,842,1980-06-14 10:49:26
295,78,788,1989-02-01 06:35:15
296,52,1849,1999-03-20 06:58:54
297,74,245,2012-04-17 00:57:17
298,90,1233,1987-09-15 12:57:31
299,10,1217,1993-11-30 00:19:26
300,10,1053,1999-10-28 18:21:30
301,78,1901,2021-01-09 22:28:47
302,52,618,1984-02-04 02:19:47
303,58,877,1997-05-06 06:25:19
304,78,757,1970-11-30 04:55:18
305,46,538,1976-04-30 22:19:33
306,26,1871,1990-11-06 20:03:02
307,1,1199,1993-12-30 14:43:50
308,37,1386,2002-09-12 19:09:30
309,1,53,2010-11-02 10:25:05
310,52,141,1977-09-16 20:11:35
311,10,1469,1986-07-14 11:22:37
312,84,54,1987-11-04 18:37:43
313,10,402,2022-04-02 07:54:51
314,78,981,1998-10-03 00:32:45
315,92,205,2008-05-16 12:49:42
316,74,1913,2016-04-24 14:37:33
317,64,286,2022-12-17 01:08:01
318,37,1578,2018-07-03 10:16:24
319,37,1824,2022-11-15 18:35:04
320,46,1331,1970-08-20 02:12:19
321,26,275,1996-09-27 17:02:22
322,26,207,1983-03-30 02:29:57
323,28,737,2013-12-08 17:49:53
324,52,1333,1977-07-13 21:16:44
325,90,938,2009-02-08 07:51:22
326,51,1731,1996-12-24 20:32:27
327,90,1155,1986-07-26 22:08:12
328,10,1064,2019-11-07 00:12:17
329,51,1113,2019-12-28 12:53:08
330,58,679,2019-11-07 16:38:21
331,20,1445,1987-06-02 16:33:58
332,54,712,2000-04-12 21:22:28
333,10,748,1970-11-15 18:10:07
334,54,671,1991-10-14 00:11:45
335,90,1969,1985-12-04 12:35:10
336,51,89,2010-11-23 07:44:25
337,58,778,1993-06-03 21:51:59
338,52,1649,1975-08-24 17:25:11
339,1,1952,1979-05-29 09:51:49
340,20,438,2016-08-21 01:59:35
341,51,564,1971-05-17 17:52:39
342,78,1082,1992-06-06 17:23:35
343,84,1339,1972-01-24 13:53:43
344,37,1314,1989-04-25 22:11:49
345,84,93,1973-01-20 13:48:38
346,26,524,2010-05-04 16:48:15
347,79,37,2016-05-29 06:29:27
348,53,1208,2007-10-12 16:47:59
349,84,971,1986-04-11 02:24:03
350,37,85,2016-07-19 19:42:45
351,90,1473,2010-01-08 20:27:10
352,28,1436,1995-09-06 00:37:12
353,92,347,1975-05-26 02:54:27
354,26,747,1974-02-13 02:14:18
355,92,1241,2008-02-19 17:33:05
356,54,1951,2009-07-23 02:30:32
357,52,1394,2007-03-27 00:11:10
358,54,1236,2017-04-28 04:23:26
359,79,755,1978-02-08 13:47:14
360,10,587,1970-12-22 02:02:13
361,54,545,1985-10-14 04:14:12
362,52,99,1978-10-13 14:15:45
363,74,559,1974-02-28 01:36:54
364,52,64,1972-01-02 23:53:55
365,28,1517,2019-04-22 11:55:08
366,54,1195,1978-07-09 12:24:23
367,37,3,1992-10-29 14:16:21
368,52,497,1997-01-30 01:25:51
369,64,462,2006-09-16 12:17:47
370,92,553,1995-01-26 05:43:04
371,51,827,2000-04-02 00:27:08
372,79,1359,1996-04-13 10:40:14
373,51,622,1977-10-26 15:28:22
374,51,435,1983-06-10 18:26:09
375,10,718,1994-06-16 01:36:42
376,51,1528,1998-05-28 05:00:47
377,78,1436,2008-11-24 23:54:35
378,58,1640,1992-07-30 17:20:44
379,52,222,1983-05-05 21:20:42
380,90,735,1986-05-27 05:18:24
381,53,1949,2002-03-10 06:16:11
382,92,1830,1994-11-14 06:15:16
383,28,629,2014-06-07 08:33:41
384,78,362,2021-04-23 15:57:23
385,54,289,2007-04-03 15:01:27
386,58,950,1982-03-29 03:27:13
387,10,1605,2019-04-08 01:18:24
388,20,823,1981-08-22 10:09:41
389,1,1372,2016-11-11 00:45:15
390,37,1217,1994-03-06 01:08:21
391,84,1887,2002-10-02 01:47:15
392,53,1464,1981-09-07 03:34:45
393,37,936,1991-07-12 10:17:07
394,74,1322,2003-03-15 07:00:39
395,46,770,2003-10-30 05:06:55
396,90,87,2017-08-22 04:56:44
397,79,1731,1988-02-28 03:22:47
398,58,1808,1992-02-03 22:49:11
399,82,835,1987-06-06 16:32:13
400,84,1713,1993-12-11 06:16:11
401,58,627,1988-12-29 07:48:31
402,51,1110,2014-01-08 11:11:38
403,64,809,1977-07-26 23:25:15
404,90,1680,1979-05-23 04:14:54
405,84,1990,1971-07-20 21:59:24
406,1,544,2022-03-16 17:51:57
407,52,707,1976-08-26 04:29:20
408,90,1555,2018-11-16 17:59:40
409,20,1912,1989-05-25 18:30:13
410,58,306,2022-04-17 07:23:33
411,20,321,1991-07-11 09:53:30
412,84,1455,2015-11-30 22:44:37
413,53,471,2007-09-29 11:54:28
414,74,1965,1990-05-22 10:17:34
415,92,54,1996-07-30 03:16:54
416,74,1245,1970-12-02 18:08:29
417,79,1065,2007-05-13 23:38:34
418,1,630,2004-12-17 20:25:09
419,79,484,2016-09-18 08:24:32
420,20,70,1972-08-18 01:10:27
421,10,1500,2016-12-18 05:58:51
422,10,426,1998-07-15 02:28:18
423,52,1922,1989-11-13 04:58:51
424,54,1299,2013-08-13 01:35:01
425,52,1066,2015-04-17 01:54:20
426,53,1159,2009-02-12 09:38:25
427,54,916,1992-12-18 17:23:02
428,52,1172,1985-01-28 20:30:53
429,46,1947,1972-05-05 18:48:36
430,46,390,1979-09-02 08:38:03
431,10,1812,1983-05-31 14:23:24
432,37,1628,2019-11-22 09:07:51
433,46,1080,1976-02-19 06:02:29
434,79,250,2001-07-18 19:43:17
435,52,174,1985-04-09 11:48:08
436,58,225,2016-11-01 08:27:46
437,26,1651,2022-07-17 22:53:12
438,84,578,1981-06-05 16:38:55
439,26,1819,2009-09-18 19:35:56
440,74,1075,1975-07-31 08:36:20
441,1,1038,2003-02-04 18:53:44
442,51,713,2004-07-02 21:59:45
443,64,577,2017-07-17 04:17:30
444,74,1142,1983-09-16 19:51:27
445,51,1421,1984-11-26 10:40:33
446,84,1462,1990-05-31 11:35:53
447,26,1833,1997-04-16 21:20:09
448,78,1066,2014-02-16 20:10:24
449,46,1467,2002-12-11 19:41:51
450,53,122,1995-04-03 02:54:22
451,26,1884,1992-09-15 09:32:59
452,28,1785,1976-07-31 18:41:41
453,74,1882,1995-09-19 13:16:03
454,90,1282,1986-08-05 01:19:55
455,92,231,1981-11-21 17:28:05
456,64,1047,1994-12-08 12:28:00
457,78,294,2004-05-28 21:39:31
458,53,586,1993-11-05 21:03:37
459,64,641,2022-07-31 21:56:44
460,79,482,1991-09-06 17:50:56
461,51,957,1992-01-08 23:28:12
462,51,1220,1987-02-19 12:28:32
463,52,235,1987-10-05 11:11:58
464,28,105,1971-09-08 14:54:39
465,52,128,2011-06-26 07:36:26
466,92,405,1972-03-05 02:48:34
467,52,303,2017-06-29 18:42:10
468,1,805,1994-12-05 13:25:12
469,58,1108,1997-07-01 18:46:35
470,64,1994,1994-01-10 12:12:36
471,92,376,2013-04-08 16:42:48
472,58,1495,1971-07-01 23:12:56
473,78,733,1976-07-03 10:04:11
474,46,1697,2005-11-13 23:47:40
475,90,1776,2001-03-10 13:58:14
476,51,114,1975-09-20 04:05:25
477,10,1372,2016-05-07 06:33:28
478,52,1569,1987-01-19 16:48:00
479,1,1674,1977-08-29 23:24:46
480,28,1160,2002-02-19 02:09:02
481,78,1356,1978-11-13 08:24:28
482,54,111,2006-03-19 08:50:06
483,79,1460,1988-04-02 06:35:30
484,46,533,1985-04-08 10:54:08
485,51,393,1998-02-22 11:38:19
486,46,312,2006-08-17 02:20:06
487,54,140,1973-02-12 10:03:26
488,58,792,1978-05-13 11:47:44
489,58,402,2006-12-14 07:09:14
490,46,77,1979-05-26 00:34:16
491,82,730,1992-01-09 14:54:28
492,90,1594,2008-07-17 10:47:46
493,92,506,1997-05-01 09:50:10
494,53,1861,1992-03-15 09:45:28
495,52,1520,2020-09-27 03:52:35
496,82,1976,1976-03-25 13:34:34
497,37,1187,1990-12-18 14:20:17
498,26,4,2013-01-02 11:34:30
499,79,608,1988-10-18 05:00:52
500,74,578,2006-08-20 10:02:27
501,26,67,1997-08-31 12:35:32
502,26,1086,1991-07-20 14:38:07
503,1,854,1976-06-07 02:53:15
504,26,1638,1980-05-07 21:46:59
505,64,1761,1987-06-10 23:00:18
506,54,619,2001-07-23 03:36:55
507,20,736,1995-01-20 01:36:58
508,20,101,2022-01-01 09:15:35
509,37,1891,1981-04-09 06:39:42
510,51,587,1991-02-19 03:11:48
511,79,1776,2022-04-19 08:30:56
512,64,161,2014-09-03 21:06:22
513,20,1610,2013-12-05 17:04:35
514,84,1745,2022-03-12 08:08:32
515,79,496,1974-10-27 00:29:10
516,54,1296,2007-09-04 22:10:14
517,20,1329,1999-04-29 00:34:02
518,82,755,1993-11-23 16:43:12
519,84,1869,2023-01-25 12:38:25
520,46,1728,1993-01-11 07:32:41
521,20,1094,1998-07-16 23:46:52
522,90,286,1989-01-23 04:07:10
523,28,237,1974-08-31 02:04:19
524,79,1257,2011-10-08 13:02:27
525,52,281,1981-04-13 01:02:44
526,84,1877,1971-01-21 06:06:39
527,46,575,1982-06-26 16:10:10
528,52,1395,2021-05-26 10:04:25
529,26,649,1977-11-24 08:16:34
530,37,1707,2002-10-29 15:00:32
531,28,587,1993-08-21 17:21:24
532,26,502,2008-02-10 03:37:17
533,79,312,1980-05-11 03:05:40
534,84,1985,1978-07-24 08:38:38
535,64,1873,1984-01-01 02:30:22
536,1,1255,1989-05-04 07:26:12
537,90,1088,1987-01-20 04:55:57
538,74,719,1978-06-26 19:24:41
539,20,1693,1983-09-15 05:00:21
540,46,1279,1998-12-15 18:33:41
541,10,1484,1986-11-12 14:57:03
542,1,1020,1987-08-08 15:01:29
543,92,1578,1992-09-16 09:01:05
544,74,68,2019-04-21 10:25:01
545,74,127,1991-10-02 02:22:51
546,1,1659,1995-12-30 08:10:44
547,51,1309,2021-03-04 14:38:34
548,74,1856,1974-09-04 13:15:29
549,28,534,1995-08-04 05:20:03
550,84,944,2015-01-21 21:32:47
551,26,1133,1993-04-28 05:15:11
552,78,891,2009-11-24 13:36:15
553,54,804,2000-09-24 17:03:03
554,78,28,2005-08-25 08:12:34
555,58,217,2005-11-19 01:50:25
556,82,958,1985-08-21 04:06:59
557,54,1550,2013-09-16 18:00:43
558,79,1805,1988-05-22 12:11:55
559,64,202,1975-05-22 21:49:10
560,46,538,2004-02-08 01:22:56
561,1,957,2001-12-17 11:39:44
562,58,1893,2012-02-08 18:03:15
563,90,1941,1995-06-08 13:56:40
564,37,858,2018-07-13 12:27:03
565,26,833,1981-05-19 15:54:55
566,82,96,1979-04-12 22:26:06
567,92,28,1989-12-13 23:24:39
568,82,1729,1982-04-01 16:44:44
569,82,495,2005-01-09 00:56:31
570,78,1448,1999-02-13 03:47:20
571,92,889,2010-10-17 23:10:26
572,58,1574,2013-07-28 01:47:34
573,58,506,2013-12-30 11:48:00
574,51,1422,2004-07-09 01:12:00
575,90,1093,1987-05-14 20:02:53
576,58,1314,2006-09-18 11:13:43
577,78,1092,1978-02-25 13:39:40
578,54,648,2019-12-08 02:50:27
579,26,314,2018-10-09 09:22:00
580,82,1668,2013-04-03 17:08:40
581,1,305,2013-11-26 05:32:37
582,74,1928,2016-02-03 05:20:33
583,26,973,1980-05-05 06:54:42
584,51,614,1978-08-11 07:38:00
585,90,1024,2010-07-10 12:30:32
586,84,1335,1971-10-19 21:53:29
587,53,1711,1992-10-01 04:02:01
588,82,1330,1973-04-27 12:06:17
589,52,1051,1980-01-21 09:46:53
590,82,605,2020-09-10 17:38:58
591,58,484,1991-08-21 07:20:34
592,90,1396,2010-10-23 09:17:26
593,26,1527,2014-04-01 17:01:03
594,26,1717,1985-05-05 12:09:03
595,79,1413,1992-11-12 02:54:59
596,1,308,2005-10-31 00:59:01
597,26,1590,2018-03-08 23:28:35
598,10,263,2018-12-30 02:17:22
599,28,1501,1986-08-19 22:36:03
600,92,1211,2013-06-29 16:57:45
601,20,509,1986-10-11 10:11:55
602,52,1901,2004-06-21 10:48:28
603,92,1865,2015-07-20 19:32:38
604,58,512,1975-08-30 20:50:02
605,51,780,1990-12-07 23:22:00
606,10,1850,2006-01-07 18:09:25
607,10,687,1998-12-20 17:02:15
608,79,1276,2014-01-23 11:44:00
609,84,961,1983-10-22 16:57:34
610,54,367,2015-08-27 03:02:11
611,28,980,1977-12-11 15:03:49
612,37,1589,1987-01-29 08:23:25
613,79,1253,2016-11-03 07:39:24
614,64,1205,2015-10-04 08:41:10
615,28,1908,2016-05-08 09:36:22
616,58,1527,1986-08-22 17:41:39
617,78,624,1982-09-25 12:19:34
618,92,1945,1989-11-13 22:09:09
619,10,783,1986-02-26 02:54:57
620,64,1741,1999-06-01 03:30:12
621,92,621,2002-03-23 06:30:34
622,58,200,1993-07-07 01:03:59
623,1,233,1989-09-15 04:55:07
624,26,1691,2019-08-04 23:28:20
625,52,457,2003-02-12 11:56:59
626,1,845,1996-06-07 02:20:19
627,52,687,2013-11-07 14:50:26
628,54,259,2018-10-08 03:25:50
629,74,1876,2011-07-24 20:48:00
630,20,1394,1974-02-16 19:52:46
631,52,199,2014-10-21 18:08:41
632,82,1573,2022-08-19 09:34:17
633,84,64,2023-05-01 17:48:50
634,78,741,2020-12-05 07:15:41
635,79,359,2000-02-08 07:42:27
636,10,1817,1994-03-27 14:18:47
637,20,1976,2007-02-17 05:10:20
638,20,1778,1970-07-22 19:03:01
639,28,915,2016-05-02 01:53:11
640,74,1042,1993-07-30 15:44:19
641,54,1515,1985-03-06 15:01:01
642,90,884,1995-04-19 05:02:08
643,82,1027,1989-02-14 14:44:44
644,37,908,2013-11-20 03:50:39
645,82,1036,1975-01-15 21:43:43
646,64,787,2021-11-18 03:39:56
647,90,170,2014-03-12 16:27:17
648,54,1508,2009-07-12 06:49:43
649,51,62,1975-05-08 06:32:26
650,28,841,2020-08-27 22:22:27
651,82,183,1978-03-08 12:36:40
652,84,1286,2020-06-06 03:37:52
653,79,820,2022-04-17 13:53:13
654,20,1407,1998-11-16 04:46:10
655,26,1111,1979-07-18 20:13:57
656,82,332,1972-11-15 18:20:25
657,92,1994,1975-07-01 00:42:09
658,28,1838,1971-06-20 08:02:54
659,84,1932,1988-11-01 18:31:09
660,37,795,1992-03-08 19:48:55
661,20,400,2002-08-20 23:48:46
662,28,724,2017-05-10 13:32:42
663,54,1916,1977-01-30 05:43:00
664,54,1803,2021-04-13 08:15:01
665,78,1180,1970-08-02 14:17:30
666,54,1944,1992-02-13 04:09:13
667,92,491,1981-10-10 18:19:49
668,20,1751,2020-07-01 07:57:46
669,28,1513,1990-02-19 18:23:33
670,92,1081,2000-04-16 06:12:44
671,84,644,1976-10-15 23:46:24
672,84,175,2011-12-02 15:41:51
673,64,862,2014-06-03 00:54:35
674,54,1041,1999-04-14 09:22:01
675,90,1606,1973-11-06 12:24:38
676,54,1118,2016-08-06 05:33:43
677,53,1491,2020-07-12 23:25:17
678,58,568,1994-10-29 14:07:22
679,82,792,2005-11-03 13:06:56
680,28,21,1982-11-05 00:49:41
681,58,884,2023-07-06 07:57:39
682,78,634,2005-04-09 06:39:03
683,90,1200,1986-01-28 18:56:26
684,79,230,1997-11-12 08:37:32
685,51,303,1976-09-29 03:53:20
686,92,594,2023-01-06 05:17:26
687,78,1249,1989-09-09 01:04:43
688,26,894,2005-01-19 21:28:15
689,53,1052,2008-07-27 07:27:57
690,46,1183,1975-03-15 07:51:28
691,51,136,1986-08-27 15:04:58
692,74,884,2006-05-07 07:22:27
693,20,791,1970-05-12 03:35:00
694,52,1021,2008-11-27 17:46:47
695,28,54,2001-07-20 10:00:40
696,92,139,1975-01-21 06:59:59
697,90,360,2012-12-02 18:36:49
698,10,368,1983-02-21 09:39:52
699,1,1231,1975-08-14 04:34:16
700,52,620,2017-09-19 19:52:11
701,92,191,2021-10-17 04:09:06
702,28,1635,2002-11-28 03:27:10
703,52,732,1998-05-13 08:06:05
704,1,1121,2016-04-23 23:20:25
705,28,494,1970-08-28 03:54:30
706,10,1444,1974-05-21 14:45:30
707,64,1792,1980-06-27 13:36:05
708,37,84,2000-03-24 22:00:26
709,74,1721,2008-04-13 08:12:42
710,92,1554,1988-06-21 11:19:29
711,1,1968,2001-11-21 18:20:09
712,92,365,2007-04-27 23:27:52
713,46,1659,1970-12-06 11:37:49
714,79,1942,2000-07-18 00:51:33
715,51,823,2003-11-08 14:16:44
716,74,1553,1984-04-04 07:12:37
717,79,1263,1977-10-14 20:25:15
